database.name	Term	Genes	P.value	Adjusted.P.value
GO_Molecular_Function_2018	adenyl ribonucleotide binding (GO:0032559)	ACVR1;SRPK1	0.054147798717709396	0.10528738639554605
GO_Molecular_Function_2018	transforming growth factor beta receptor binding (GO:0005160)	TGFB1	0.05776813633613761	0.10929106874404412
GO_Molecular_Function_2018	Rab guanyl-nucleotide exchange factor activity (GO:0017112)	RIN3	0.06665703244937396	0.12278927030147835
GO_Molecular_Function_2018	Rho guanyl-nucleotide exchange factor activity (GO:0005089)	GNA13	0.07671690047782503	0.1350368519066164
GO_Molecular_Function_2018	phosphatidylinositol-4,5-bisphosphate binding (GO:0005546)	GSDMD	0.07796701814188411	0.1350368519066164
GO_Molecular_Function_2018	transmembrane receptor protein kinase activity (GO:0019199)	ACVR1	0.08046236546006223	0.1350368519066164
GO_Molecular_Function_2018	small GTPase binding (GO:0031267)	ACAP2	0.08170759918722283	0.1350368519066164
GO_Molecular_Function_2018	carboxylic acid transmembrane transporter activity (GO:0046943)	SLC16A1	0.08295120902835007	0.1350368519066164
GO_Molecular_Function_2018	GTPase binding (GO:0051020)	ACAP2	0.09774860155754135	0.15444446506350618
GO_Molecular_Function_2018	purine ribonucleoside triphosphate binding (GO:0035639)	ACVR1;SRPK1	0.0992857275408254	0.15444446506350618
GO_Molecular_Function_2018	immunoglobulin receptor binding (GO:0034987)	FES	0.10384608302388916	0.1546643789717498
GO_Molecular_Function_2018	phosphatidylinositol phosphate binding (GO:1901981)	GSDMD	0.10384608302388916	0.1546643789717498
GO_Molecular_Function_2018	phosphatidylinositol bisphosphate binding (GO:1902936)	GSDMD	0.11111069091486826	0.16203642425084955
GO_Molecular_Function_2018	protein phosphatase binding (GO:0019903)	JAK3	0.11712118060654145	0.1673159722950592
GO_Molecular_Function_2018	phosphatidylinositol binding (GO:0035091)	FES	0.12665664230282664	0.17731929922395728
GO_Molecular_Function_2018	magnesium ion binding (GO:0000287)	SRPK1	0.15811214564443912	0.21701667049236742
GO_Molecular_Function_2018	Rab GTPase binding (GO:0017137)	RIN3	0.1615390884057056	0.21745646516152678
GO_Molecular_Function_2018	G-protein coupled receptor binding (GO:0001664)	GNA13	0.16495259629777692	0.2178619196385733
GO_Molecular_Function_2018	cytokine receptor binding (GO:0005126)	TGFB1	0.16948312893832804	0.21970035232746227
GO_Molecular_Function_2018	cytokine activity (GO:0005125)	TGFB1	0.18957926437662864	0.24128270011570918
GO_Molecular_Function_2018	Ras GTPase binding (GO:0017016)	RIN3	0.22097506927958388	0.2762188365994799
GO_Molecular_Function_2018	GTPase activity (GO:0003924)	GNA13	0.2603456291774341	0.3197227024986033
GO_Molecular_Function_2018	GTPase activator activity (GO:0005096)	ACAP2	0.2871475441165661	0.34655738083033844
GO_Molecular_Function_2018	GTPase regulator activity (GO:0030695)	ACAP2	0.31207133023023453	0.37025412061214263
GO_Molecular_Function_2018	ubiquitin protein ligase binding (GO:0031625)	PRKACA	0.32050162576396674	0.37391856339129453
GO_Molecular_Function_2018	ubiquitin-like protein ligase binding (GO:0044389)	PRKACA	0.3325033036257741	0.3815611680951506
GO_Molecular_Function_2018	cadherin binding (GO:0045296)	EHD4	0.3469945449184822	0.3917680345853832
GO_Molecular_Function_2018	sequence-specific DNA binding (GO:0043565)	FOXN2	0.4158287018085132	0.46203189089834806
GO_Molecular_Function_2018	kinase binding (GO:0019900)	PRKACA	0.43484444727572763	0.4733124539755363
GO_Molecular_Function_2018	nucleoside-triphosphatase activity (GO:0017111)	GNA13	0.4395044215487123	0.4733124539755363
GO_Molecular_Function_2018	metal ion binding (GO:0046872)	SRPK1	0.4532634014017596	0.48073391057762377
GO_Molecular_Function_2018	protein kinase binding (GO:0019901)	PRKACA	0.491913256453897	0.5139392231607879
GO_Molecular_Function_2018	RNA binding (GO:0003723)	SF3A3;SRPK1	0.5675631869106715	0.5842562218198089
GO_Molecular_Function_2018	protein homodimerization activity (GO:0042803)	ACVR1	0.5983681034116936	0.6070401049104138
GO_Molecular_Function_2018	DNA binding (GO:0003677)	FOXN2	0.7089064788457066	0.7089064788457066
Descartes_Cell_Types_and_Tissue_2021	Myeloid cells in Placenta	RASSF4;ICAM1	0.019354125435898577	0.24641137160338872
Descartes_Cell_Types_and_Tissue_2021	Myeloid cells in Liver	VCAM1;RASSF4	0.029644233408498193	0.24641137160338872
Descartes_Cell_Types_and_Tissue_2021	Myeloid cells in Kidney	TIFAB;RASSF4	0.032140613687398525	0.24641137160338872
Descartes_Cell_Types_and_Tissue_2021	Microglia in Cerebellum	RIN3;JAK3;ICAM1	0.047234841243325325	0.27160033714912063
Descartes_Cell_Types_and_Tissue_2021	CCL19 CCL21 positive cells in Pancreas	VCAM1	0.1254701557147521	0.35779770301375324
Descartes_Cell_Types_and_Tissue_2021	Vascular endothelial cells in Cerebrum	SLC16A1;TGM2	0.16261899066514643	0.35779770301375324
Descartes_Cell_Types_and_Tissue_2021	Myeloid cells in Spleen	RASSF4	0.16267841463048652	0.35779770301375324
Descartes_Cell_Types_and_Tissue_2021	Megakaryocytes in Liver	TGFB1	0.17511301619336744	0.35779770301375324
Descartes_Cell_Types_and_Tissue_2021	Astrocytes in Cerebellum	VCAM1	0.18293315419166692	0.35779770301375324
Descartes_Cell_Types_and_Tissue_2021	Vascular endothelial cells in Cerebellum	SLC16A1;TGM2	0.19219147882162127	0.35779770301375324
Descartes_Cell_Types_and_Tissue_2021	Astrocytes in Cerebrum	VCAM1	0.22732289782199003	0.35779770301375324
Descartes_Cell_Types_and_Tissue_2021	Megakaryocytes in Lung	TGFB1	0.22837601501143492	0.35779770301375324
Descartes_Cell_Types_and_Tissue_2021	Antigen presenting cells in Thymus	RASSF4	0.24709744211704884	0.35779770301375324
Descartes_Cell_Types_and_Tissue_2021	Skeletal muscle cells in Eye	PRKACA	0.2511979549659611	0.35779770301375324
Descartes_Cell_Types_and_Tissue_2021	Myeloid cells in Intestine	TIFAB	0.25832215996356966	0.35779770301375324
Descartes_Cell_Types_and_Tissue_2021	Vascular endothelial cells in Thymus	TGM2	0.27237526545808727	0.35779770301375324
Descartes_Cell_Types_and_Tissue_2021	Myeloid cells in Pancreas	TIFAB	0.27930531230149963	0.35779770301375324
Descartes_Cell_Types_and_Tissue_2021	CSH1 CSH2 positive cells in Lung	TGM2	0.28519472571539656	0.35779770301375324
Descartes_Cell_Types_and_Tissue_2021	CSH1 CSH2 positive cells in Adrenal	TGM2	0.3092389169797937	0.35779770301375324
Descartes_Cell_Types_and_Tissue_2021	Megakaryocytes in Placenta	TGFB1	0.31112843740326374	0.35779770301375324
Descartes_Cell_Types_and_Tissue_2021	Erythroblasts in Heart	GSDMD	0.362935083627456	0.39750032968721377
Descartes_Cell_Types_and_Tissue_2021	Mesothelial cells in Liver	SLC16A1	0.38698913400641055	0.4045795491885201
Descartes_Cell_Types_and_Tissue_2021	Microglia in Cerebrum	RIN3	0.4703715791319214	0.4703715791319214
