Term	Genes	P.value	Adjusted.P.value
Sphingolipid signaling pathway	GNA13;FCER1G	0.1455881995811384	0.27679731772216437
Neurotrophin signaling pathway	NFKBIA;PLCG2	0.1455881995811384	0.27679731772216437
Asthma	FCER1G	0.1611961988204034	0.2990869231125557
Galactose metabolism	B4GALT1	0.1611961988204034	0.2990869231125557
Relaxin signaling pathway	NFKBIA;TGFBR2	0.16530306486028484	0.3030556189105222
FoxO signaling pathway	SGK1;TGFBR2	0.16930191592116406	0.30673523590422663
Vascular smooth muscle contraction	GNA13;RAMP2	0.1733172828328907	0.3103588553054089
Yersinia infection	NFKBIA;ARPC1B	0.18139410523814836	0.32108841616867645
Aldosterone-regulated sodium reabsorption	SGK1	0.18927934562097604	0.33123885483670806
Non-alcoholic fatty liver disease	CEBPA;FAS	0.21833975118240148	0.3778013672144925
Hepatitis C	NFKBIA;FAS	0.22249024364510683	0.38070552801496055
JAK-STAT signaling pathway	CSF3R;IL2RG	0.23289338226900685	0.3841742122960426
Other types of O-glycan biosynthesis	B4GALT1	0.23402826916338243	0.3841742122960426
Hippo signaling pathway	ITGB2;TGFBR2	0.2349779653959522	0.3841742122960426
Amino sugar and nucleotide sugar metabolism	HEXB	0.23836619727956293	0.3841742122960426
Intestinal immune network for IgA production	CD86	0.23836619727956293	0.3841742122960426
Ether lipid metabolism	PLD4	0.2426797745527419	0.3841742122960426
Hepatocellular carcinoma	PLCG2;TGFBR2	0.2454162927818397	0.3841742122960426
Vibrio cholerae infection	PLCG2	0.2469691364760274	0.3841742122960426
N-Glycan biosynthesis	B4GALT1	0.2469691364760274	0.3841742122960426
Glycosaminoglycan biosynthesis	B4GALT1	0.2596932737449941	0.39992764156729094
Regulation of lipolysis in adipocytes	PNPLA2	0.26805740556347285	0.40872119264133483
Glutathione metabolism	HPGDS	0.2763278645455049	0.4172008935294878
VEGF signaling pathway	PLCG2	0.2845056905022261	0.42508636243753417
Long-term depression	GNA13	0.28856018790506505	0.42508636243753417
Arachidonic acid metabolism	HPGDS	0.2925919118076534	0.42508636243753417
Glycerolipid metabolism	PNPLA2	0.2925919118076534	0.42508636243753417
Inflammatory bowel disease	IL2RG	0.3084935975362333	0.44400013103345726
Viral carcinogenesis	NFKBIA;SYK	0.3185316735704009	0.4465232901298261
Diabetic cardiomyopathy	NCF1;TGFBR2	0.3185316735704009	0.4465232901298261
Proteoglycans in cancer	PLCG2;FAS	0.32267987336919846	0.4465232901298261
Prolactin signaling pathway	IRF1	0.32787330879034837	0.4465232901298261
RIG-I-like receptor signaling pathway	NFKBIA	0.32787330879034837	0.4465232901298261
Adherens junction	TGFBR2	0.33168415636703996	0.4465232901298261
Rap1 signaling pathway	ITGAM;ITGB2	0.33302293412915257	0.4465232901298261
Non-small cell lung cancer	PLCG2	0.33547358712078257	0.4465232901298261
p53 signaling pathway	FAS	0.33924172042330947	0.4465232901298261
Inositol phosphate metabolism	PLCG2	0.33924172042330947	0.4465232901298261
Glioma	PLCG2	0.3467145684244282	0.4497050487074282
Metabolism of xenobiotics by cytochrome P450	HPGDS	0.35041951847332065	0.4497050487074282
Pancreatic cancer	TGFBR2	0.35041951847332065	0.4497050487074282
Bacterial invasion of epithelial cells	ARPC1B	0.35410364162030483	0.45067736206220615
ErbB signaling pathway	PLCG2	0.38284065023709285	0.4832578699714123
Colorectal cancer	TGFBR2	0.3863424770334258	0.483713345228842
PD-L1 expression and PD-1 checkpoint pathway in cancer	NFKBIA	0.3967302263993966	0.4927133456895732
Small cell lung cancer	NFKBIA	0.40694366566553897	0.501354596099944
TGF-beta signaling pathway	TGFBR2	0.4136572199521785	0.5055810466082182
Phosphatidylinositol signaling system	PLCG2	0.42358656159272895	0.5095838072447585
Prostate cancer	NFKBIA	0.42358656159272895	0.5095838072447585
Glycerophospholipid metabolism	PLD4	0.4268591632115185	0.5095838072447585
Parathyroid hormone synthesis, secretion and action	GNA13	0.45238552836260576	0.5345590005375322
Drug metabolism	HPGDS	0.4585890176972445	0.5345590005375322
Insulin resistance	NFKBIA	0.4585890176972445	0.5345590005375322
HIF-1 signaling pathway	PLCG2	0.4616645913733233	0.5345590005375322
Toxoplasmosis	NFKBIA	0.4707877926730359	0.5410546274003547
Growth hormone synthesis, secretion and action	PLCG2	0.4914836307550642	0.5606554010094806
Thyroid hormone signaling pathway	PLCG2	0.4972479636644376	0.5630601941494366
Apelin signaling pathway	GNA13	0.5410904890151278	0.6082331044403626
Human papillomavirus infection	IRF1;FAS	0.5605031798139651	0.6254890557344249
Gastric cancer	TGFBR2	0.5714653241222679	0.6331342439915774
mTOR signaling pathway	SGK1	0.5835253902620319	0.6418779292882351
Cellular senescence	TGFBR2	0.5882546745115712	0.6424909210977444
Necroptosis	FAS	0.5952489734210243	0.6455517035692799
cGMP-PKG signaling pathway	GNA13	0.6133299553070602	0.6605091826383725
Tight junction	ARPC1B	0.6177236618651274	0.660621138383539
Axon guidance	PLCG2	0.6451008501822934	0.6851415926074012
cAMP signaling pathway	NFKBIA	0.7078541959658927	0.7466407272516951
Thermogenesis	PNPLA2	0.7334479187964961	0.7631822938828405
Ras signaling pathway	PLCG2	0.7334479187964961	0.7631822938828405
Chemical carcinogenesis	HPGDS	0.7439341088785402	0.7652756606618922
Calcium signaling pathway	PLCG2	0.7453983707745704	0.7652756606618922
Pathways of neurodegeneration	FAS;TNFRSF1B	0.7529422492054402	0.7679013667393232
MicroRNAs in cancer	PLCG2	0.8297026656838755	0.8406198060218212
Amyotrophic lateral sclerosis	TNFRSF1B	0.8752473224202358	0.8787961451186131
Alzheimer disease	FAS	0.8787961451186131	0.8787961451186131
neutrophil activation involved in immune response (GO:0002283)	GSDMD;B4GALT1;ITGAM;FCER1G;SYK;GMFG;SLC11A1;HEXB;ITGB2;TNFRSF1B;CTSS;ARHGAP45;TSPAN14;PTPRC;BIN2;LCN2;NCKAP1L;CD14;B2M;LAIR1	3.3106762452394613e-12	4.019160961720706e-9
neutrophil degranulation (GO:0043312)	GSDMD;B4GALT1;ITGAM;FCER1G;GMFG;SLC11A1;HEXB;ITGB2;TNFRSF1B;CTSS;ARHGAP45;TSPAN14;PTPRC;BIN2;LCN2;NCKAP1L;CD14;B2M;LAIR1	2.5659058402628426e-11	1.330425934940749e-8
neutrophil mediated immunity (GO:0002446)	GSDMD;B4GALT1;ITGAM;FCER1G;GMFG;SLC11A1;HEXB;ITGB2;TNFRSF1B;CTSS;ARHGAP45;TSPAN14;PTPRC;BIN2;LCN2;NCKAP1L;CD14;B2M;LAIR1	3.2877082412044864e-11	1.330425934940749e-8
cytokine-mediated signaling pathway (GO:0019221)	CD86;CEBPA;CSF3R;VCAM1;ITGAM;FCER1G;SYK;IL1R1;ITGB2;TNFRSF1B;IL2RG;ICAM1;NFKBIA;HCK;CCL8;IRF1;CCL5;LCN2;IRF8;B2M	2.738726108325357e-10	8.312033738767458e-8
regulation of phagocytosis (GO:0050764)	HCK;FCER1G;PTPRC;SYK;SLC11A1;IL2RG;MERTK;FCGR2B	1.2241391962916902e-9	2.9722099685962237e-7
cellular response to cytokine stimulus (GO:0071345)	CD86;CEBPA;CSF3R;VCAM1;ITGAM;SYK;IL1R1;ITGB2;TNFRSF1B;IL2RG;ICAM1;HCK;CCL8;IRF1;CCL5;LCN2;IRF8	1.7743225929586016e-9	3.5900460464195706e-7
leukocyte cell-cell adhesion (GO:0007159)	VCAM1;SYK;CCL5;ITGB2;ICAM1;FERMT3	9.684451898606622e-9	1.6795606578440625e-6
positive regulation of phagocytosis (GO:0050766)	FCER1G;PTPRC;SLC11A1;NCKAP1L;IL2RG;MERTK;FCGR2B	1.8946103383555497e-8	2.8750711884545466e-6
toll-like receptor signaling pathway (GO:0002224)	ITGAM;UNC93B1;ITGB2;PLCG2;TLR7;CD14;PIK3AP1;CTSS	4.6519854257389465e-8	5.859414137271849e-6
macrophage activation (GO:0042116)	C1QA;ITGAM;SYK;SLC11A1;ITGB2;PLCG2	4.8265355331728575e-8	5.859414137271849e-6
synapse pruning (GO:0098883)	C1QB;C1QA;ITGAM;C1QC	1.19083764239237e-7	1.3142517253312157e-5
innate immune response (GO:0045087)	HCK;CD74;NRROS;FCER1G;NCF1;SYK;SLC11A1;TIFA;PLCG2;LCN2;SERINC3;B2M	1.4341590890398985e-7	1.4508909450786974e-5
Fc-gamma receptor signaling pathway (GO:0038094)	HCK;FCER1G;SYK;ARPC1B;PLCG2;NCKAP1L;FCGR2B	1.6578427326326052e-7	1.548170059550756e-5
Fc receptor mediated stimulatory signaling pathway (GO:0002431)	HCK;FCER1G;SYK;ARPC1B;PLCG2;NCKAP1L;FCGR2B	2.0065500086466695e-7	1.7399655074978976e-5
regulation of inflammatory response (GO:0050727)	NFKBIA;HCK;CEBPA;AKNA;IL1R1;CCL5;TLR7;TNFAIP8L2;TNFRSF1B;PIK3AP1	2.6675514312117447e-7	2.1589382916607056e-5
cellular response to interferon-gamma (GO:0071346)	HCK;VCAM1;CCL8;IRF1;CCL5;IRF8;B2M;ICAM1	4.281064867759909e-7	3.112367222204647e-5
positive regulation of cytokine production (GO:0001819)	CD86;CD74;PTPRC;FCER1G;SYK;IL1R1;SLC11A1;IRF1;PLCG2;TLR7;CD14;HAVCR2	4.358339602757743e-7	3.112367222204647e-5
regulation of immune response (GO:0050776)	LAG3;VCAM1;SYK;IRF1;ITGB2;FCGR2B;B2M;LAIR1;ICAM1	8.09101685501228e-7	5.456941367769393e-5
pattern recognition receptor signaling pathway (GO:0002221)	UNC93B1;TIFA;PLCG2;TLR7;CD14;CTSS	1.226875900134753e-6	7.839091277703106e-5
regulation of neutrophil degranulation (GO:0043313)	ITGAM;SYK;ITGB2	1.741676975554908e-6	1.0571979241618292e-4
positive regulation of T cell proliferation (GO:0042102)	CD86;VCAM1;PTPRC;SYK;CCL5;NCKAP1L	1.962123595037299e-6	1.1342943068453719e-4
interferon-gamma-mediated signaling pathway (GO:0060333)	HCK;VCAM1;IRF1;IRF8;B2M;ICAM1	2.3421215401770225e-6	1.292425249897684e-4
neutrophil chemotaxis (GO:0030593)	FCER1G;CCL8;SYK;CCL5;ITGB2;NCKAP1L	2.780080294824757e-6	1.4065942859950467e-4
positive regulation of interleukin-4 production (GO:0032753)	CD86;FCER1G;SYK;HAVCR2	2.7807465291500096e-6	1.4065942859950467e-4
Fc-gamma receptor signaling pathway involved in phagocytosis (GO:0038096)	HCK;SYK;ARPC1B;PLCG2;NCKAP1L;FCGR2B	3.0228259725823054e-6	1.4678842922859675e-4
cell junction disassembly (GO:0150146)	C1QB;C1QA;C1QC	3.4690188642797013e-6	1.6007615307287517e-4
granulocyte chemotaxis (GO:0071621)	FCER1G;CCL8;SYK;CCL5;ITGB2;NCKAP1L	3.560178033745988e-6	1.6007615307287517e-4
positive regulation of immune response (GO:0050778)	CD74;ITGAM;PTPRC;CCL5;ITGB2;FCGR2B	4.172814575636905e-6	1.7468265154562768e-4
positive regulation of lymphocyte proliferation (GO:0050671)	CD86;CD74;VCAM1;PTPRC;CCL5;NCKAP1L	4.172814575636905e-6	1.7468265154562768e-4
toll-like receptor 4 signaling pathway (GO:0034142)	ITGAM;ITGB2;CD14;PIK3AP1	4.364633965335054e-6	1.7660906560526513e-4
regulation of T cell proliferation (GO:0042129)	CD86;VCAM1;PTPRC;CCL5;NCKAP1L;TNFRSF1B	4.509786683495238e-6	1.7660906560526513e-4
neutrophil migration (GO:1990266)	FCER1G;CCL8;SYK;CCL5;ITGB2;NCKAP1L	4.868552394665036e-6	1.847007064726048e-4
negative regulation of T cell activation (GO:0050868)	CD86;NCKAP1L;TNFAIP8L2;FCGR2B;HAVCR2	5.373112761463524e-6	1.976654209823248e-4
positive regulation of tumor necrosis factor superfamily cytokine production (GO:1903557)	CD86;PTPRC;SYK;PLCG2;CD14;HAVCR2	6.543275624886303e-6	2.33633429665058e-4
regulation of defense response (GO:0031347)	HCK;AKNA;IL1R1;IRF1;FCGR2B;PIK3AP1	7.540619426245995e-6	2.6155177095607535e-4
regulation of interleukin-4 production (GO:0032673)	CD86;FCER1G;SYK;HAVCR2	7.873452298425998e-6	2.631443427044924e-4
receptor internalization (GO:0031623)	RAMP2;SNX1;FCER1G;SYK;ITGB2	8.236808091244407e-6	2.631443427044924e-4
positive regulation of reactive oxygen species metabolic process (GO:2000379)	ITGAM;SYK;ITGB2;PLCG2;TGFBR2	8.236808091244407e-6	2.631443427044924e-4
negative regulation of cytokine production (GO:0001818)	SRGN;CD84;PTPRC;SLC11A1;NCKAP1L;FCGR2B;VSIR;HAVCR2	9.143084717377345e-6	2.7432409927433593e-4
regulation of interferon-gamma production (GO:0032649)	IL1R1;SLC11A1;TLR7;CD14;VSIR;HAVCR2	9.264652446662086e-6	2.7432409927433593e-4
regulation of neuron death (GO:1901214)	C1QA;ITGAM;CCL5;ITGB2;TNFRSF1B;FCGR2B	9.264652446662086e-6	2.7432409927433593e-4
negative regulation of T cell mediated cytotoxicity (GO:0001915)	PTPRC;NCKAP1L;FCGR2B	9.633449558779347e-6	2.7845256581805067e-4
positive regulation of transport (GO:0051050)	FCER1G;SLC11A1;SGK1;IL2RG;MERTK;FCGR2B	1.2837899694995529e-5	3.6244674952847845e-4
negative regulation of leukocyte degranulation (GO:0043301)	CD84;NCKAP1L;FCGR2B	1.4390690582502297e-5	3.882288526035064e-4
complement activation, classical pathway (GO:0006958)	C1QB;C1QA;C1QC	1.4390690582502297e-5	3.882288526035064e-4
receptor-mediated endocytosis (GO:0006898)	SNX1;RAMP2;ITGAM;FCER1G;SYK;ITGB2;FCGR2B	1.6927383562752722e-5	4.4673573141699573e-4
T cell activation involved in immune response (GO:0002286)	CD74;FCER1G;SLC11A1;ICAM1	1.781322860383318e-5	4.601119047883719e-4
receptor metabolic process (GO:0043112)	RAMP2;SNX1;FCER1G;SYK;ITGB2	1.900849303241657e-5	4.807564696115358e-4
immunoglobulin mediated immune response (GO:0016064)	CD74;FCER1G;FCGR2B	2.0473509290569846e-5	5.072416383418734e-4
regulation of cytokine production (GO:0001817)	SRGN;PTPRC;SLC11A1;PLD4;IRF8;TNFRSF1B;FCGR2B	2.306097773032586e-5	5.599205392923119e-4
plasma membrane invagination (GO:0099024)	ITGAM;BIN2;ITGB2;FCGR2B	2.363562253924268e-5	5.62620505149816e-4
B cell mediated immunity (GO:0019724)	CD74;FCER1G;FCGR2B	2.8035215309221073e-5	6.421651204791392e-4
humoral immune response mediated by circulating immunoglobulin (GO:0002455)	C1QB;C1QA;C1QC	2.8035215309221073e-5	6.421651204791392e-4
B cell receptor signaling pathway (GO:0050853)	PTPRC;SYK;PLCG2;NCKAP1L	3.930705870863069e-5	8.836809124495862e-4
toll-like receptor 9 signaling pathway (GO:0034162)	UNC93B1;TLR7;PIK3AP1	4.8195291737570064e-5	0.0010638015303529103
phagocytosis, engulfment (GO:0006911)	ITGAM;BIN2;ITGB2;FCGR2B	5.525224390732825e-5	0.001197789716133866
cellular response to low-density lipoprotein particle stimulus (GO:0071404)	FCER1G;SYK;ITGB2	6.108713311516053e-5	0.001256945416979744
positive regulation of leukocyte degranulation (GO:0043302)	ITGAM;SYK;ITGB2	6.108713311516053e-5	0.001256945416979744
positive regulation of superoxide anion generation (GO:0032930)	ITGAM;SYK;ITGB2	6.108713311516053e-5	0.001256945416979744
integrin-mediated signaling pathway (GO:0007229)	HCK;SYK;ITGB2;PLEK;FERMT3	6.634224256237358e-5	0.001320319384765927
positive regulation of T cell activation (GO:0050870)	CD86;VCAM1;PTPRC;CCL5;NCKAP1L	6.634224256237358e-5	0.001320319384765927
regulation of tumor necrosis factor production (GO:0032680)	PTPRC;SYK;PLCG2;CD14;VSIR;HAVCR2	7.396374260978967e-5	0.0014202840310827878
positive regulation of tumor necrosis factor production (GO:0032760)	PTPRC;SYK;PLCG2;CD14;HAVCR2	7.526810175006977e-5	0.0014202840310827878
negative regulation of leukocyte activation (GO:0002695)	CD84;FCGR2B;HAVCR2	7.604486163128599e-5	0.0014202840310827878
regulation of superoxide anion generation (GO:0032928)	ITGAM;SYK;ITGB2	7.604486163128599e-5	0.0014202840310827878
response to interferon-gamma (GO:0034341)	CD74;CCL8;SLC11A1;CCL5;IRF8	9.035853996798647e-5	0.0016620495078959936
neutrophil activation (GO:0042119)	FCER1G;SYK;CCL5	9.320881236040478e-5	0.0016888880329183791
regulation of interleukin-8 production (GO:0032677)	CD74;PTPRC;SYK;TLR7;CD14	9.587273973845648e-5	0.0016909115335306446
regulation of response to external stimulus (GO:0032101)	HCK;AKNA;IL1R1;IRF1;PIK3AP1;FCGR2B	9.610617447579445e-5	0.0016909115335306446
regulation of B cell proliferation (GO:0030888)	CD74;PTPRC;NCKAP1L;FCGR2B	1.3128125278853662e-4	0.0022767920126469062
positive regulation of cell adhesion mediated by integrin (GO:0033630)	SYK;CCL5;NCKAP1L	1.347042039591539e-4	0.0023032521634706034
positive regulation of neuron death (GO:1901216)	C1QA;ITGAM;ITGB2;FCGR2B	1.4287162050458034e-4	0.0024089742679522298
regulation of interleukin-10 production (GO:0032653)	SYK;PLCG2;FCGR2B;VSIR	1.5518461476265224e-4	0.0025458665178629707
regulation of interleukin-2 production (GO:0032663)	CD86;PTPRC;PLCG2;HAVCR2	1.5518461476265224e-4	0.0025458665178629707
myeloid cell activation involved in immune response (GO:0002275)	FCER1G;SYK;PLCG2	1.593038821785431e-4	0.0025785988395300176
lipopolysaccharide-mediated signaling pathway (GO:0031663)	HCK;CCL5;CD14	1.8664631260868848e-4	0.002981429256670366
hemopoiesis (GO:0030097)	CEBPA;PTPRC;PLEK;PLD4;TGFBR2	1.937831396325976e-4	0.003055230279402253
regulation of immune effector process (GO:0002697)	C1QB;C1QA;FCGR2B;C1QC	2.2852484526975927e-4	0.0035117615462973133
positive regulation of B cell activation (GO:0050871)	CD74;PTPRC;SYK;NCKAP1L	2.2852484526975927e-4	0.0035117615462973133
antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886)	CD74;LAG3;FCER1G;FCGR2B;CTSS	2.3549611994401766e-4	0.0035736536201504683
regulation of humoral immune response (GO:0002920)	C1QB;C1QA;FCGR2B;C1QC	2.4573837221964146e-4	0.0036576405953598523
regulation of platelet activation (GO:0010543)	FCER1G;SYK;PLEK	2.500693323021975e-4	0.0036576405953598523
microglial cell activation (GO:0001774)	C1QA;ITGAM;ITGB2	2.500693323021975e-4	0.0036576405953598523
antigen processing and presentation of peptide antigen via MHC class II (GO:0002495)	CD74;LAG3;FCER1G;FCGR2B;CTSS	2.587519019564365e-4	0.0037395810592275465
antigen processing and presentation of exogenous peptide antigen (GO:0002478)	CD74;LAG3;FCER1G;FCGR2B;CTSS	2.968580466066142e-4	0.004239831395063878
positive regulation of interferon-gamma production (GO:0032729)	IL1R1;SLC11A1;TLR7;CD14	3.029690329420111e-4	0.004276795418506994
negative regulation of regulatory T cell differentiation (GO:0045590)	LAG3;IRF1	3.12907902338157e-4	0.004316706743619575
regulation of neutrophil activation (GO:1902563)	SYK;FCGR2B	3.12907902338157e-4	0.004316706743619575
inflammatory response (GO:0006954)	NRROS;CCL8;SLC11A1;CCL5;ITGB2;CD14;FCGR2B	3.338428225749074e-4	0.0045537661416397476
positive regulation of interleukin-8 production (GO:0032757)	CD74;SYK;TLR7;CD14	3.9337739549628116e-4	0.005306223979249837
regulation of interleukin-6 production (GO:0032675)	CD74;SYK;PLCG2;NCKAP1L;TLR7	4.022572787147676e-4	0.005350399857263086
cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742)	CD84;VCAM1;ITGAM;ITGB2;ICAM1;TGFBR2	4.1181362803863273e-4	0.005350399857263086
regulation of regulatory T cell differentiation (GO:0045589)	LAG3;IRF1;VSIR	4.153060300034614e-4	0.005350399857263086
positive regulation of interleukin-2 production (GO:0032743)	CD86;PTPRC;PLCG2	4.153060300034614e-4	0.005350399857263086
I-kappaB kinase/NF-kappaB signaling (GO:0007249)	NFKBIA;TIFA;TLR7;CD14	4.1868862144974725e-4	0.005350399857263086
defense response to bacterium (GO:0042742)	GSDMD;FCER1G;SYK;SLC11A1;LCN2;MPEG1	4.949487583683048e-4	0.006259039506865855
regulation of immunoglobulin production (GO:0002637)	CD86;PTPRC;FCGR2B	5.190017912599863e-4	0.006495548191645602
negative regulation of immune response (GO:0050777)	HCK;RAMP2;SYK;PLCG2;FCGR2B;HAVCR2	5.25384807882286e-4	0.006508338334378522
positive regulation of cell death (GO:0010942)	C1QA;ITGAM;ITGB2;FCGR2B	5.316420202475199e-4	0.006519327399802922
cellular response to lipopolysaccharide (GO:0071222)	CD86;HCK;CCL5;CD14;TNFRSF1B	5.990143287020227e-4	0.007272033950442555
regulation of macrophage activation (GO:0043030)	CEBPA;CD74;FCGR2B	6.379442914119447e-4	0.007592787938961773
positive regulation of B cell proliferation (GO:0030890)	CD74;PTPRC;NCKAP1L	6.379442914119447e-4	0.007592787938961773
regulation of dopamine metabolic process (GO:0042053)	ITGAM;ITGB2	6.52263198553378e-4	0.007687840029551464
hematopoietic progenitor cell differentiation (GO:0002244)	PTPRC;PLEK;PLD4	7.729864043235797e-4	0.009023129758161786
regulation of alpha-beta T cell proliferation (GO:0046640)	SYK;IRF1	8.664746331823843e-4	0.009830843034424436
regulation of CD8-positive, alpha-beta T cell proliferation (GO:2000564)	IRF1;VSIR	8.664746331823843e-4	0.009830843034424436
positive regulation of isomerase activity (GO:0010912)	ITGAM;ITGB2	8.664746331823843e-4	0.009830843034424436
positive regulation of interleukin-6 production (GO:0032755)	CD74;SYK;PLCG2;TLR7	9.063145499305413e-4	0.010187646885330344
regulation of cell adhesion mediated by integrin (GO:0033628)	SYK;NCKAP1L;FERMT3	9.249471790851068e-4	0.010301705278984583
cellular response to amyloid-beta (GO:1904646)	VCAM1;FCGR2B;ICAM1	0.0010075189606034952	0.011119345619751302
negative regulation of inflammatory response to antigenic stimulus (GO:0002862)	HCK;RAMP2;SYK;PLCG2;FCGR2B	0.0010534335621481222	0.011521336436466849
